wl,AkBW4.W,AkBW4.Y,AkBW15.WY,AkBW17.W
477.029144,57.71520733,37.776302,49.07223633,94.745023
477.384125,57.58480967,37.98360767,49.12921033,94.74475833
477.739166,57.49250667,38.175371,49.17153667,94.66552233
478.094086,57.454932,38.355848,49.20285533,94.678233
478.448975,57.37763233,38.525102,49.25256733,94.54750333
478.803833,57.30210767,38.67597967,49.25464733,94.45462267
479.158661,57.218859,38.861878,49.25296033,94.501246
479.513458,57.12985967,38.99081133,49.28651533,94.58413933
479.868164,57.10367333,39.31627133,49.35953167,94.589002
480.22287,57.32655333,39.68672133,49.71616867,94.707601
