wl,NpBW1.WY,NpBW4.W,NpBW4.Y,NpBW7.WY,NpBW11.Y,NpBW12.W,NpBW13.W
407.834167,35.30733233,43.409167,11.63225867,28.15203267,16.364795,51.035881,77.73471333
408.196075,35.437321,43.56600067,11.63178067,28.37954067,16.401296,51.22867867,77.94004533
408.557892,35.56492933,43.63195567,11.665459,28.658769,16.43727033,51.475133,78.12870533
408.919739,35.70944133,43.63738,11.67005533,28.854705,16.38905,51.71169567,78.23354833
409.281494,35.93495,43.745959,11.72923133,29.05347133,16.39709267,52.011897,78.41909033
409.64328,36.12014,43.79652133,11.72722633,29.26061867,16.390495,52.298294,78.49891667
410.005035,36.261991,43.78981667,11.72090533,29.49818667,16.37339267,52.58236467,78.69796233
410.36673,36.428571,43.80066167,11.80855267,29.695165,16.335316,52.900514,78.82570167
410.728394,36.59605867,43.85081567,11.79473833,29.85833867,16.351086,53.05113733,78.90805033
411.089966,36.65282767,43.82156133,11.76776333,30.04214033,16.352863,53.25772467,79.092547
411.451569,36.819779,43.884664,11.77611067,30.28302767,16.33955733,53.49300533,79.24862667
